@relation 'ObesityDataSet_raw_and_data_sinthetic-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R14-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-R7-N\'(-inf-1.666667]\':Nunca-weka.filters.unsupervised.attribute.RenameNominalValues-R7-N\'(1.666667-2.333333]\':As vezes, \'(2.333333-inf)\':Sempre-weka.filters.unsupervised.attribute.RenameNominalValues-R8-N\'(-inf-2]\':Entre uma e duas, \'(2-3]\':Tres, \'(3-inf)\':Mais de tres-weka.filters.unsupervised.attribute.RenameNominalValues-R13-N\'(-inf-0.75]\':Nao pratica, \'(0.75-1.5]\':Um a dois dias na semana, \'(1.5-2.25]\':Dois a  quatro dias na semana, \'(2.25-inf)\':Quatro a cinco dias na semana-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'(-inf-0.6666667]\':Zero a duas horas por dia, \'(0.666667-1.333333]\':Tres a cinco horas por dia, \'(1.333333-inf)\':Mais de cinco horas por dia-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'(-inf-0.666667]\':Zero a duas horas por dia-weka.filters.unsupervised.attribute.RenameNominalValues-R15-Nno:Nao consome, Sometimes:As vezes, Frequently:Com frequencia, Always:Sempre-weka.filters.unsupervised.attribute.RenameNominalValues-R16-NPublic_Transportation:Transporte publico, Walking:A pe, Automobile:Automovel, Motorbike:Moto, Bike:Bicicleta-weka.filters.unsupervised.attribute.RenameNominalValues-R1-NFemale:Feminino, Male:Masculino-weka.filters.unsupervised.attribute.RenameNominalValues-R5-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R6-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R10-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R12-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R17-NNormal_Weight:Peso Normal, Overweight_Level_I: Sobrepeso level 1, Overweight_Level_II: Sobrepeso level 2, Obesity_Type_I: Obesidade tipo 1, Obesity_Type_II: Obesidade tipo 2, Obesity_Type_II: Obesidade Tipo 3, Insufficient_Weight: Abaixo do peso-weka.filters.unsupervised.attribute.RenameNominalValues-R17-NObesidade Tipo 3: Obesidade tipo 2, Obesity_Type_III: Obesidade tipo 3-weka.filters.unsupervised.attribute.RenameNominalValues-R9-NSometimes: As vezes, Frequently:Com frequencia, Always:Sempre, no:Nunca-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-R11-N\'(-inf-1.666667]\':Menos de um litro, \'(1.666667-2.333333]\':Entre um e dois litros, \'(2.333333-inf)\':Mais de dois litros-weka.filters.unsupervised.attribute.MathExpression-EA4/(A3*A3)-R1-2,5-17-weka.filters.unsupervised.attribute.Remove-R4'

@attribute Genero_de_Nascimento {Feminino,Masculino}
@attribute Idade numeric
@attribute IMC numeric
@attribute Tem_historico_de_sobrepeso_familiar {Sim,Nao}
@attribute Come_comidas_caloricas_com_frequencia {Nao,Sim}
@attribute Come_vegetais_nas_refeicoes {Nunca,'As vezes',Sempre}
@attribute Quantidade_de_refeicoes_diarias {'Entre uma e duas',Tres,'Mais de tres'}
@attribute Come_entre_as_refeicoes {'As vezes','Com frequencia',Sempre,Nunca}
@attribute Fuma {Nao,Sim}
@attribute Consumo_de_agua_diario {'Menos de um litro','Entre um e dois litros','Mais de dois litros'}
@attribute Monitora_as_calorias_ingeridas {Nao,Sim}
@attribute Frequencia_de_atividade_fisica {'Nao pratica','Um a dois dias na semana','Dois a  quatro dias na semana','Quatro a cinco dias na semana'}
@attribute Tempo_gasto_com_dispositivos_tecnologicos {'Zero a duas horas por dia','Tres a cinco horas por dia','Mais de cinco horas por dia'}
@attribute Frequencia_de_consumo_de_alcool {'Nao consome','As vezes','Com frequencia',Sempre}
@attribute Meio_de_transporte {'Transporte publico','A pe',Automovel,Moto,Bicicleta}
@attribute Classificacao {'Peso Normal','Sobrepeso level 1','Sobrepeso level 2','Obesidade tipo 1','Abaixo do peso','Obesidade tipo 2','Obesidade tipo 3'}

@data
Masculino,26,24.221453,Sim,Nao,Sempre,'Entre uma e duas','Com frequencia',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Com frequencia','Transporte publico','Peso Normal'
Feminino,23,21.773842,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,21,18.17867,Nao,Nao,Sempre,'Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,21,18.17867,Nao,Nao,Sempre,'Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,23,23.661439,Nao,Nao,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','Com frequencia','Transporte publico','Peso Normal'
Feminino,21,22.058051,Nao,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Masculino,22,22.975779,Sim,Nao,'As vezes',Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Peso Normal'
Feminino,21,23.725286,Nao,Sim,'As vezes','Mais de tres','Com frequencia',Nao,'Entre um e dois litros',Sim,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Peso Normal'
Feminino,22,21.303949,Sim,Sim,Sempre,'Mais de tres','Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,38,32.87311,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 1'
Feminino,25,22.313278,Nao,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,25,22.313278,Nao,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Masculino,22,25.464011,Sim,Sim,'As vezes',Tres,Sempre,Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes',Automovel,'Sobrepeso level 1'
Masculino,22,31.020408,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Quatro a cinco dias na semana','Mais de cinco horas por dia','Nao consome','A pe','Obesidade tipo 1'
Feminino,21,32.323232,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,21,24.489796,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,22,23.233456,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Peso Normal'
Feminino,18,20.956607,Sim,Sim,'As vezes','Mais de tres','Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,22,21.777778,Sim,Nao,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Zero a duas horas por dia','Nao consome','A pe','Peso Normal'
Feminino,19,23.91883,Sim,Sim,Sempre,'Entre uma e duas','Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Com frequencia','Transporte publico','Peso Normal'
Feminino,17,18.612245,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Peso Normal'
Feminino,15,31.588613,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Quatro a cinco dias na semana','Mais de cinco horas por dia','Nao consome','A pe','Obesidade tipo 1'
Feminino,17,29.411765,Sim,Nao,'As vezes',Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,23,20.195092,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,19,28.604765,Sim,Nao,Sempre,Tres,'Com frequencia',Sim,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes',Automovel,'Sobrepeso level 2'
Feminino,23,26.892323,Sim,Sim,'As vezes',Tres,'Com frequencia',Sim,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','A pe','Sobrepeso level 1'
Masculino,23,27.166919,Sim,Sim,Nunca,Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','Com frequencia','Transporte publico','Sobrepeso level 2'
Masculino,21,16.326531,Sim,Nao,Sempre,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','A pe','Abaixo do peso'
Masculino,24,24.314124,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Peso Normal'
Masculino,23,29.054752,Nao,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Sobrepeso level 2'
Masculino,18,26.122449,Sim,Sim,'As vezes',Tres,Sempre,Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Com frequencia','Transporte publico','Sobrepeso level 1'
Masculino,19,24.382373,Nao,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,19,22.405877,Nao,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Mais de dois litros',Sim,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Masculino,20,23.661439,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Masculino,27,26.989619,Nao,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Com frequencia','Transporte publico','Sobrepeso level 2'
Feminino,20,21.230572,Sim,Sim,'As vezes','Mais de tres','Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Peso Normal'
Masculino,23,22.10029,Nao,Nao,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Peso Normal'
Feminino,19,20.56933,Sim,Sim,Sempre,Tres,'Com frequencia',Sim,'Mais de dois litros',Sim,'Um a dois dias na semana','Mais de cinco horas por dia','Com frequencia','Transporte publico','Peso Normal'
Feminino,61,24.242424,Nao,Sim,Sempre,Tres,Sempre,Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Com frequencia','Transporte publico','Peso Normal'
Masculino,30,34.792046,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 1'
Masculino,24,25.951557,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 1'
Masculino,25,22.471209,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Peso Normal'
Masculino,44,31.25,Sim,Nao,'As vezes',Tres,'As vezes',Sim,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Moto,'Obesidade tipo 1'
Masculino,31,24.212293,Sim,Nao,Sempre,Tres,Sempre,Nao,'Mais de dois litros',Sim,'Quatro a cinco dias na semana','Zero a duas horas por dia','Nao consome',Bicicleta,'Peso Normal'
Masculino,25,23.529412,Nao,Sim,'As vezes',Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Peso Normal'
Masculino,23,18.196579,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,25,18.87386,Nao,Sim,Sempre,Tres,Sempre,Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Com frequencia','Transporte publico','Peso Normal'
Masculino,23,30.882547,Nao,Sim,'As vezes',Tres,'Com frequencia',Sim,'Menos de um litro',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Com frequencia',Automovel,'Obesidade tipo 1'
Feminino,34,26.573129,Nao,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 1'
Masculino,22,25.847768,Sim,Nao,'As vezes','Mais de tres','As vezes',Nao,'Mais de dois litros',Sim,'Dois a  quatro dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 1'
Masculino,21,26.672763,Nao,Sim,'As vezes','Entre uma e duas',Nunca,Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 1'
Feminino,24,20.956607,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','Com frequencia','Transporte publico','Peso Normal'
Feminino,36,30.110279,Sim,Nao,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 1'
Feminino,27,23.828125,Nao,Sim,Sempre,Tres,Sempre,Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Peso Normal'
Feminino,32,32.270788,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 1'
Masculino,25,24.618104,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,30,22.481329,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Peso Normal'
Feminino,38,26.666667,Sim,Sim,'As vezes','Entre uma e duas',Sempre,Sim,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 1'
Masculino,34,29.410735,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,22,31.047695,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 1'
Feminino,31,22.321429,Sim,Sim,Sempre,'Entre uma e duas','Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes',Automovel,'Peso Normal'
Feminino,35,19.223376,Sim,Nao,Sempre,Tres,'Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome',Automovel,'Peso Normal'
Masculino,21,21.513859,Sim,Sim,'As vezes',Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,40,25.806452,Sim,Nao,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 1'
Masculino,27,29.000595,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Com frequencia',Automovel,'Sobrepeso level 2'
Masculino,20,21.499597,Sim,Nao,Sempre,Tres,'As vezes',Sim,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Peso Normal'
Masculino,55,29.384757,Nao,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Feminino,21,22.582709,Sim,Sim,Sempre,Tres,Sempre,Sim,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Masculino,25,20.996053,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Sim,'Quatro a cinco dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Peso Normal'
Masculino,35,27.131412,Sim,Nao,Sempre,Tres,'Com frequencia',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes',Automovel,'Sobrepeso level 2'
Masculino,30,35.264757,Sim,Nao,'As vezes',Tres,'As vezes',Sim,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Feminino,29,23.781213,Sim,Nao,Sempre,Tres,Sempre,Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Peso Normal'
Masculino,20,29.384757,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','Nao consome','A pe','Sobrepeso level 2'
Feminino,22,26.395803,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 1'
Feminino,45,28.981143,Sim,Sim,'As vezes',Tres,'Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Sobrepeso level 2'
Masculino,22,27.717685,Nao,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,18,22.65625,Sim,Sim,'As vezes',Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,23,21.671258,Nao,Nao,Sempre,'Entre uma e duas','As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Peso Normal'
Masculino,18,21.138856,Nao,Nao,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Sim,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Peso Normal'
Masculino,21,26.672763,Nao,Sim,'As vezes','Entre uma e duas',Nunca,Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 1'
Feminino,38,22.233789,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Peso Normal'
Feminino,18,19.473407,Sim,Sim,Sempre,'Entre uma e duas',Sempre,Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Peso Normal'
Masculino,22,24.810964,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Sim,'Quatro a cinco dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Masculino,26,23.025685,Sim,Sim,Sempre,Tres,'Com frequencia',Sim,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','Com frequencia','Transporte publico','Peso Normal'
Masculino,21,26.672763,Nao,Sim,'As vezes','Entre uma e duas',Nunca,Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 1'
Feminino,18,19.227688,Nao,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Peso Normal'
Feminino,23,23.738662,Sim,Sim,'As vezes',Tres,'Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,22,18.424036,Nao,Sim,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,23,27.392257,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Sim,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 2'
Masculino,21,26.672763,Nao,Sim,'As vezes','Entre uma e duas',Nunca,Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 1'
Feminino,31,25.910684,Nao,Nao,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 1'
Masculino,39,30.299205,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Com frequencia',Automovel,'Obesidade tipo 1'
Masculino,25,30.930438,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Quatro a cinco dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,35,33.139755,Sim,Sim,Sempre,'Entre uma e duas',Nunca,Nao,'Mais de dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','Com frequencia',Automovel,'Obesidade tipo 1'
Feminino,33,23.335466,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Peso Normal'
Masculino,20,21.875,Nao,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Peso Normal'
Masculino,26,26.122449,Sim,Sim,Sempre,'Entre uma e duas','Com frequencia',Sim,'Entre um e dois litros',Sim,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Sobrepeso level 1'
Masculino,20,25.381469,Sim,Nao,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Sim,'Quatro a cinco dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Sobrepeso level 1'
Masculino,20,21.461937,Nao,Nao,'As vezes','Entre uma e duas','Com frequencia',Nao,'Mais de dois litros',Sim,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Peso Normal'
Feminino,23,32.421875,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Mais de dois litros',Nao,'Quatro a cinco dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,19,26.234568,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','A pe','Sobrepeso level 1'
Masculino,22,24.163265,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes',Bicicleta,'Peso Normal'
Masculino,41,38.530612,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Bicicleta,'Obesidade tipo 2'
Feminino,18,15.822159,Sim,Sim,'As vezes','Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,23,21.773842,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,23,31.239414,Sim,Nao,Sempre,'Entre uma e duas','As vezes',Sim,'Mais de dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 1'
Feminino,41,33.732501,Sim,Sim,'As vezes',Tres,Sempre,Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 1'
Feminino,26,41.913215,Sim,Sim,Sempre,Tres,'As vezes',Sim,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 3'
Masculino,29,31.511502,Sim,Nao,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 1'
Masculino,27,21.200991,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Mais de cinco horas por dia','Nao consome',Automovel,'Peso Normal'
Feminino,23,30.46875,Sim,Sim,'As vezes','Entre uma e duas','As vezes',Sim,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Com frequencia','Transporte publico','Obesidade tipo 1'
Masculino,19,32.653061,Sim,Sim,'As vezes',Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 1'
Masculino,30,23.836735,Sim,Nao,'As vezes',Tres,Nunca,Nao,'Entre um e dois litros',Sim,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','A pe','Peso Normal'
Feminino,22,22.758307,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Peso Normal'
Feminino,22,22.758307,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Peso Normal'
